p,isSync,Tsync
0.0,False,-1.0
0.0,False,-1.0
0.05,True,1.3506952285230258
0.05,True,0.9328611212748511
0.1,True,0.9807459679586835
0.1,True,0.44510150408977867
0.15000000000000002,True,0.8026161233975294
0.15000000000000002,True,1.2602783832071327
0.2,True,0.9677257140648442
0.2,True,0.9239943698699756
0.25,True,1.2631997763634768
0.25,True,1.428616066477744
0.30000000000000004,True,0.9756069499912441
0.30000000000000004,True,0.7588293821050033
0.35000000000000003,True,0.7874862129642546
0.35000000000000003,True,0.5986405420909072
0.4,True,0.9360007041965802
0.4,True,0.9217183015430702
0.45,True,1.1042055222043725
0.45,True,1.2543223449148795
0.5,True,0.7069514254292925
0.5,True,0.7300110584475215
0.55,True,1.0231080817089415
0.55,True,0.990768646095639
0.6000000000000001,True,1.1303559388947373
0.6000000000000001,True,0.7974199527265277
0.65,True,1.00550253788002
0.65,True,1.0315842688618908
0.7000000000000001,True,1.317328533518517
0.7000000000000001,True,0.04951488798813808
0.75,True,1.3443966040233084
0.75,True,0.8580975623594252
0.8,True,0.7619511587484701
0.8,True,1.1829795712759634
0.8500000000000001,True,0.8193739833155229
0.8500000000000001,True,1.2731043012268832
0.9,True,1.0296132479103646
0.9,True,1.0417824439129493
0.9500000000000001,True,0.6765956428728874
0.9500000000000001,True,0.8849219158145704
1.0,True,0.8526417076160571
1.0,True,0.6020463684147966
