p,isSync,Tsync
0.0,False,-1.0
0.0,False,-1.0
0.05,True,3.600000000000002
0.05,True,3.700000000000002
0.1,True,4.100000000000001
0.1,True,3.700000000000002
0.15000000000000002,True,14.999999999999963
0.15000000000000002,True,10.599999999999978
0.2,True,10.999999999999977
0.2,True,4.100000000000001
0.25,True,4.4
0.25,True,5.1999999999999975
0.30000000000000004,True,2.1000000000000005
0.30000000000000004,True,5.4999999999999964
0.35000000000000003,True,4.5
0.35000000000000003,True,10.599999999999978
0.4,True,4.300000000000001
0.4,True,11.499999999999975
0.45,True,11.999999999999973
0.45,True,8.099999999999987
0.5,True,5.399999999999997
0.5,True,7.899999999999988
0.55,True,5.1999999999999975
0.55,True,6.499999999999993
0.6000000000000001,True,4.999999999999998
0.6000000000000001,True,8.099999999999987
0.65,True,5.099999999999998
0.65,True,3.2000000000000015
0.7000000000000001,True,6.499999999999993
0.7000000000000001,True,3.5000000000000018
0.75,True,3.1000000000000014
0.75,True,4.000000000000002
0.8,True,3.2000000000000015
0.8,True,8.699999999999985
0.8500000000000001,True,5.899999999999995
0.8500000000000001,True,6.199999999999994
0.9,True,4.699999999999999
0.9,True,4.100000000000001
0.9500000000000001,True,4.100000000000001
0.9500000000000001,True,6.099999999999994
1.0,True,6.5999999999999925
1.0,True,5.1999999999999975
