p,isSync,Tsync
0.0,False,-1.0
0.0,False,-1.0
0.05,True,6.999999999999991
0.05,True,4.5
0.1,True,5.1999999999999975
0.1,True,8.699999999999985
0.15000000000000002,True,6.399999999999993
0.15000000000000002,True,5.1999999999999975
0.2,True,4.4
0.2,True,5.799999999999995
0.25,True,4.200000000000001
0.25,True,4.000000000000002
0.30000000000000004,True,5.699999999999996
0.30000000000000004,True,3.2000000000000015
0.35000000000000003,True,14.099999999999966
0.35000000000000003,True,3.2000000000000015
0.4,True,4.300000000000001
0.4,True,3.1000000000000014
0.45,True,5.099999999999998
0.45,True,8.199999999999987
0.5,True,6.399999999999993
0.5,True,10.19999999999998
0.55,True,4.999999999999998
0.55,True,9.399999999999983
0.6000000000000001,True,3.1000000000000014
0.6000000000000001,True,9.599999999999982
0.65,True,4.000000000000002
0.65,True,5.299999999999997
0.7000000000000001,True,8.399999999999986
0.7000000000000001,True,3.900000000000002
0.75,True,3.700000000000002
0.75,True,6.499999999999993
0.8,True,5.899999999999995
0.8,True,17.399999999999977
0.8500000000000001,True,2.800000000000001
0.8500000000000001,True,45.60000000000038
0.9,True,5.899999999999995
0.9,True,4.799999999999999
0.9500000000000001,True,2.9000000000000012
0.9500000000000001,True,5.099999999999998
1.0,True,4.699999999999999
1.0,True,0.6
