p,isSync,Tsync
0.0,False,-1.0
0.0,False,-1.0
0.05,False,-1.0
0.05,True,1.7430491162590733
0.1,True,1.5043493341326162
0.1,False,-1.0
0.15000000000000002,False,-1.0
0.15000000000000002,True,1.8246432471185159
0.2,False,-1.0
0.2,False,-1.0
0.25,True,2.0573434330672926
0.25,False,-1.0
0.30000000000000004,True,0.9598239486461265
0.30000000000000004,False,-1.0
0.35000000000000003,False,-1.0
0.35000000000000003,True,0.9781759217425111
0.4,False,-1.0
0.4,True,0.7575862874536251
0.45,True,1.7199761482847649
0.45,False,-1.0
0.5,True,1.1514441640507478
0.5,True,1.0411435180391764
0.55,False,-1.0
0.55,True,2.021315162282885
0.6000000000000001,True,1.04357302663952
0.6000000000000001,True,2.0300227358999163
0.65,True,1.2695496980558936
0.65,False,-1.0
0.7000000000000001,False,-1.0
0.7000000000000001,True,1.8105882682274168
0.75,False,-1.0
0.75,True,1.187666649900939
0.8,True,1.664336001693555
0.8,True,0.8590355030715121
0.8500000000000001,True,1.0845658929126856
0.8500000000000001,True,1.5807763134899315
0.9,True,1.7913584029823446
0.9,False,-1.0
0.9500000000000001,True,1.3852120981862475
0.9500000000000001,True,1.8292762076417477
1.0,True,0.9015781974363671
1.0,True,2.085860759265496
